Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5008,sega superstars tennis,PS2,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38
5009,headhunter,PS2,2002.0,Action,Sega,0.19,0.15,0.0,0.05,0.38
5010,skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38
5011,shin megami tensei devil summoner,SAT,1995.0,Role-Playing,Atlus,0.0,0.0,0.38,0.0,0.38
5012,raving rabbids travel in time 3d,3DS,2011.0,Platform,Ubisoft,0.11,0.23,0.0,0.04,0.38
5013,ncaa football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38
5014,marvel nemesis rise of the imperfects,GC,2005.0,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38
5015,nhl 15,PS3,2014.0,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38
5016,espn extreme games,PS,1994.0,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5017,forza horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.15,0.2,0.0,0.03,0.38
5018,overlord dark legend,Wii,2009.0,Action,Codemasters,0.12,0.22,0.0,0.04,0.38
5019,ninja shadow of darkness,PS,1998.0,Action,Eidos Interactive,0.21,0.14,0.0,0.02,0.38
5020,sd gundam g generationf,PS,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.02,0.38
5021,bratz rock angelz,PS2,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38
5022,flatout,PS2,2004.0,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38
5023,phoenix wright ace attorney  dual destinies,3DS,2013.0,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38
5024,ssx 3,GC,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38
5025,ncaa football 11,PS2,2010.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.38
5026,tales of zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38
5027,lilo  stitch 2 hämsterviel havoc,GBA,2004.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.01,0.38
5028,metal gear solid snake eater 3d,3DS,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38
5029,risk global domination,PS2,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38
5030,elite beat agents,DS,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38
5031,nba 2k7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38
5032,mobile suit gundam version 2.0,PS,1996.0,Action,Namco Bandai Games,0.0,0.0,0.36,0.02,0.38
5033,grandia xtreme,PS2,2002.0,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38
5034,silent scope,PS2,2000.0,Shooter,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.38
5035,final fantasy adventure,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.38,0.0,0.38
5036,virtua tennis 2009,Wii,2009.0,Sports,Sega,0.13,0.21,0.0,0.04,0.38
5037,dora the explorer dora saves the snow princess,PS2,2008.0,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,0.38
5038,the incredible hulk,PS2,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38
5039,mercenaries 2 world in flames,PS2,2008.0,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38
5040,cabelas big game hunter 2012,Wii,2011.0,Sports,Activision,0.34,0.02,0.0,0.02,0.38
5041,ea sports mma,PS3,2010.0,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38
5042,iron man 2,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38
5043,dirt 2,Wii,2009.0,Racing,Codemasters,0.11,0.23,0.0,0.04,0.38
5044,tokimeki memorial forever with you,SAT,1996.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.38,0.0,0.38
5045,medievil ii,PS,1999.0,Action,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38
5046,guitar hero on tour modern hits,DS,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.38
5047,hunter the reckoning,XB,2002.0,Action,Interplay,0.28,0.08,0.0,0.01,0.38
5048,mx vs. atv untamed,PS2,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38
5049,rogue trip vacation 2012,PS,1998.0,Racing,GT Interactive,0.21,0.14,0.0,0.02,0.38
5050,dai4ji super robot taisen,SNES,1995.0,Strategy,Banpresto,0.0,0.0,0.38,0.0,0.38
5051,tiger woods pga tour 08,PSP,2007.0,Sports,Electronic Arts,0.14,0.15,0.0,0.09,0.38
5052,pokemon channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38
5053,taiko no tatsujin portable dx,PSP,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
5054,etrian odyssey iv legends of the titans,3DS,2012.0,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
5055,moto racer world tour,PS,2000.0,Racing,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38
5056,ncaa final four 2000,PS,1999.0,Sports,989 Sports,0.21,0.14,0.0,0.02,0.38
5057,scribblenauts unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38
5058,fifa 17,PS3,2016.0,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38
5059,saints row the third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38
5060,just dance 2015,PS4,2014.0,Misc,Ubisoft,0.19,0.13,0.0,0.06,0.38
5061,madagascar escape 2 africa,PS2,2008.0,Action,Activision,0.12,0.0,0.0,0.26,0.38
5062,zhuzhu pets featuring the wild bunch,Wii,2010.0,Simulation,Activision,0.32,0.03,0.0,0.03,0.38
5063,hangman,2600,2007.0,Puzzle,Atari,0.35,0.02,0.0,0.0,0.38
5064,petz rescue wildlife vet,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38
5065,green day rock band,Wii,2010.0,Misc,MTV Games,0.22,0.12,0.0,0.03,0.38
5066,gravitar,2600,1982.0,Action,Atari,0.35,0.02,0.0,0.0,0.38
5067,monster jam path of destruction,DS,2010.0,Racing,Activision,0.35,0.0,0.0,0.02,0.38
5068,toukiden the age of demons,PSV,2013.0,Action,Tecmo Koei,0.05,0.05,0.25,0.03,0.38
5069,eyetoy play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38
5070,dance dance revolution ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38
5071,mobile suit gundam extreme vs full boost,PS3,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.38,0.0,0.38
5072,wwe smackdown vs. raw 2011,PS2,2010.0,Fighting,THQ,0.24,0.07,0.0,0.07,0.38
5073,need for speed hot pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38
5074,the legend of spyro a new beginning,DS,2006.0,Platform,Vivendi Games,0.34,0.01,0.0,0.03,0.38
5075,pro evolution soccer 2011 3d,3DS,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38
5076,shin megami tensei devil survivor overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02,0.38
5077,dragon ball z attack of the saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.01,0.38
5078,marvel super hero squad,Wii,2009.0,Fighting,THQ,0.31,0.03,0.0,0.03,0.38
5079,the house of the dead overkill  extended cut,PS3,2011.0,Shooter,Sega,0.15,0.17,0.0,0.06,0.38
5080,the golden compass,PSP,2007.0,Action,Sega,0.11,0.16,0.0,0.1,0.38
5081,harry potter and the prisoner of azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38
5082,quake 4,X360,2005.0,Shooter,Activision,0.32,0.03,0.0,0.03,0.38
5083,petz rescue ocean patrol,DS,2008.0,Adventure,Ubisoft,0.35,0.0,0.0,0.03,0.37
5084,solaris,2600,1986.0,Shooter,Atari,0.35,0.02,0.0,0.0,0.37
5085,puppy palace,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.37
5086,super dragon ball z,PS2,2006.0,Fighting,Atari,0.09,0.07,0.19,0.02,0.37
5087,paws  claws pampered pets,DS,2009.0,Simulation,THQ,0.35,0.0,0.0,0.03,0.37
5088,espn sports connection,WiiU,2012.0,Sports,Ubisoft,0.21,0.12,0.0,0.04,0.37
5089,alien isolation,PS3,2014.0,Shooter,Sega,0.12,0.19,0.0,0.07,0.37
5090,naruto shippuden ninja destiny 2,DS,2008.0,Fighting,Takara Tomy,0.19,0.03,0.13,0.02,0.37
5091,saw,PS3,2009.0,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.07,0.37
5092,the legend of spyro the eternal night,DS,2007.0,Platform,Vivendi Games,0.32,0.03,0.0,0.03,0.37
5093,tobal 2,PS,1997.0,Fighting,SquareSoft,0.0,0.0,0.35,0.02,0.37
5094,digging for dinosaurs,DS,2010.0,Action,Scholastic Inc.,0.35,0.0,0.0,0.02,0.37
5095,trivial pursuit,X360,2009.0,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37
5096,tiger woods pga tour 09,PS2,2008.0,Sports,Electronic Arts,0.16,0.0,0.0,0.21,0.37
5097,ultimate spiderman,GC,2005.0,Action,Activision,0.29,0.07,0.0,0.01,0.37
5098,life is strange,PS4,2016.0,Adventure,Square Enix,0.14,0.15,0.03,0.06,0.37
5099,kingdom under fire circle of doom,X360,2007.0,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37
5100,nba inside drive 2002,XB,2002.0,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37
5101,the bigs,Wii,2007.0,Sports,Take-Two Interactive,0.34,0.0,0.0,0.03,0.37
5102,major league baseball 2k6,X360,2006.0,Sports,Spike,0.34,0.0,0.0,0.03,0.37
5103,kileak the dna imperative,PS,1994.0,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
5104,petz catz 2,PS2,2006.0,Simulation,Ubisoft,0.18,0.14,0.0,0.05,0.37
5105,mini ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37
5106,tom clancys the division,PC,2016.0,Shooter,Ubisoft,0.2,0.14,0.0,0.03,0.37
5107,phantasy star portable 2 infinity,PSP,2011.0,Role-Playing,Sega,0.0,0.0,0.37,0.0,0.37
5108,hells kitchen the game,DS,2008.0,Simulation,Ubisoft,0.34,0.01,0.0,0.03,0.37
5109,lego dimensions,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.21,0.13,0.0,0.03,0.37
5110,monsters inc. scream arena,GC,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,0.37
5111,reel fishing iii,PS2,2003.0,Sports,Natsume,0.18,0.14,0.0,0.05,0.37
5112,cabelas deer hunt 2005 season,PS2,2004.0,Sports,Activision,0.18,0.14,0.0,0.05,0.37
5113,prince of persia the forgotten sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37
5114,rampage total destruction,PS2,2006.0,Action,Midway Games,0.18,0.14,0.0,0.05,0.37
5115,high heat major league baseball 2003,PS2,2002.0,Sports,3DO,0.18,0.14,0.0,0.05,0.37
5116,madden nfl 11,PSP,2010.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.37
5117,super formation soccer 94,SNES,1994.0,Sports,Human Entertainment,0.0,0.0,0.37,0.0,0.37
5118,panzer dragoon,SAT,1995.0,Shooter,Sega,0.0,0.0,0.37,0.0,0.37
5119,tiger woods pga tour 12 the masters,Wii,2011.0,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.37
5120,rage,PC,2011.0,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37
5121,spiderman friend or foe,PS2,2007.0,Action,Activision,0.31,0.01,0.0,0.05,0.37
5122,yarudora series vol.1 double cast,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.35,0.02,0.37
5123,dungeon siege iii,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
5124,juiced 2 hot import nights,PSP,2007.0,Racing,THQ,0.06,0.2,0.0,0.11,0.37
5125,rec room games,Wii,2009.0,Sports,Destineer,0.35,0.0,0.0,0.02,0.37
5126,fushigi no dungeon furai no shiren 2  oni shuurai! shiren shiro!,N64,2000.0,Role-Playing,ChunSoft,0.0,0.0,0.32,0.05,0.37
5127,turok rage wars,N64,1999.0,Shooter,Acclaim Entertainment,0.3,0.06,0.0,0.0,0.37
5128,scoobydoo! classic creep capers,N64,2000.0,Action,THQ,0.3,0.06,0.0,0.0,0.37
5129,dragonfire,2600,1981.0,Action,Imagic,0.35,0.02,0.0,0.0,0.37
5130,custom robo,GC,2004.0,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37
5131,fifa soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.19,0.02,0.1,0.37
5132,command  conquer red alert 3 ultimate edition,PS3,2009.0,Strategy,Electronic Arts,0.14,0.17,0.0,0.06,0.37
5133,harry potter and the order of the phoenix,PSP,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37
5134,medieval ii total war gold edition,PC,2008.0,Strategy,Sega,0.0,0.33,0.0,0.03,0.37
5135,pacman world 2,GC,2002.0,Action,Nintendo,0.28,0.07,0.0,0.01,0.37
5136,kotoba no puzzle mojipittan ds,DS,2007.0,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.0,0.37
5137,barbie horse adventures blue ribbon race,GBA,2003.0,Sports,Knowledge Adventure,0.26,0.1,0.0,0.01,0.37
5138,bionic commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
5139,wanted weapons of fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.37
5140,slime morimori dragon quest shougeki no shippo dan,GBA,2003.0,Adventure,Square Enix,0.0,0.0,0.36,0.01,0.37
5141,dishonored,PS4,2015.0,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
5142,marvel ultimate alliance,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37
5143,nfl street 2 unleashed,PSP,2005.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
5144,super robot taisen ex,SNES,1994.0,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37
5145,fifa street 2,PS2,2006.0,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37
5146,bottom of the 9th,N64,1999.0,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0,0.37
5147,theatrhythm final fantasy curtain call,3DS,2014.0,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37
5148,trauma center under the knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.37
5149,shin megami tensei ii,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37
5150,xenosaga episode iii also sprach zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37
5151,buildabear workshop a friend fur all seasons,Wii,2008.0,Simulation,Game Factory,0.34,0.0,0.0,0.03,0.37
5152,sid meiers civilization beyond earth,PC,2014.0,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37
5153,need for speed the run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.37
5154,virtua fighter 3tb,DC,1998.0,Fighting,Sega,0.0,0.0,0.37,0.0,0.37
5155,transformers dark of the moon,PS3,2011.0,Action,Activision,0.11,0.19,0.0,0.07,0.37
5156,miniyonku gb lets  go!!,GB,1997.0,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.0,0.37
5157,skylanders swap force,PS4,2013.0,Platform,Activision,0.2,0.12,0.0,0.05,0.37
5158,lego batman 2 dc super heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.17,0.13,0.0,0.06,0.37
5159,rock band 4,PS4,2015.0,Misc,Harmonix Music Systems,0.25,0.05,0.0,0.07,0.37
5160,left 4 dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37
5161,the sims 2 castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37
5162,ncaa football 07,PSP,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
5163,the chronicles of narnia prince caspian,Wii,2008.0,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36
5164,nba live 2003,XB,2007.0,Sports,Electronic Arts,0.31,0.04,0.0,0.01,0.36
5165,dreamworks madagascar kartz,DS,2009.0,Racing,Activision,0.25,0.08,0.0,0.03,0.36
5166,my horse  me,DS,2007.0,Sports,Atari,0.33,0.0,0.0,0.03,0.36
5167,goldeneye rogue agent,GC,2004.0,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36
5168,zero4 champ rr,SNES,1994.0,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36
5169,dragon ball z infinite world,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36
5170,nonomura byoin no hitobito,SAT,1996.0,Adventure,Elf,0.0,0.0,0.36,0.0,0.36
5171,tom clancys hawx 2,X360,2010.0,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36
5172,espn x games skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36
5173,bejeweled 3,DS,2007.0,Puzzle,Unknown,0.32,0.02,0.0,0.03,0.36
5174,resident evil zero,PS4,2016.0,Action,Capcom,0.09,0.17,0.05,0.05,0.36
5175,super fire prowrestling special,SNES,1994.0,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36
5176,yuu yuu hakusho,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
5177,kamaitachi no yoru 2,PS2,2002.0,Adventure,ChunSoft,0.0,0.0,0.36,0.0,0.36
5178,high heat major league baseball 2004,PS2,2003.0,Sports,3DO,0.18,0.14,0.0,0.05,0.36
5179,robots,PS2,2005.0,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36
5180,narc,PS2,2005.0,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36
5181,one piece gigant battle!,DS,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
5182,valkyrie profile lenneth,PSP,2006.0,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36
5183,tiger woods pga tour 09,PSP,2008.0,Sports,Electronic Arts,0.07,0.19,0.0,0.1,0.36
5184,metro last light,X360,2013.0,Action,Deep Silver,0.17,0.16,0.0,0.03,0.36
5185,tiger woods pga tour 14,X360,2013.0,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.36
5186,locoroco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
5187,monster rancher 3,PS2,2001.0,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36
5188,the incredibles rise of the underminer,PS2,2005.0,Action,THQ,0.18,0.14,0.0,0.05,0.36
5189,spiderman shattered dimensions,X360,2010.0,Action,Activision,0.24,0.09,0.0,0.03,0.36
5190,blazblue calamity trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36
5191,mechwarrior 2 31st century combat,PS,1997.0,Simulation,Activision,0.2,0.14,0.0,0.02,0.36
5192,earth defense force 2025,PS3,2013.0,Shooter,D3Publisher,0.04,0.03,0.27,0.02,0.36
5193,hamtaro hamham heartbreak,GBA,2002.0,Action,Nintendo,0.26,0.1,0.0,0.01,0.36
5194,okage shadow king,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36
5195,press your luck 2010 edition,Wii,2009.0,Misc,Ubisoft,0.33,0.0,0.0,0.03,0.36
5196,mobile suit zgundam,PS,1997.0,Action,Namco Bandai Games,0.0,0.0,0.34,0.02,0.36
5197,cubix robots for everyone clash n bash,GBA,2007.0,Action,Unknown,0.26,0.1,0.0,0.01,0.36
5198,tropico 4,X360,2007.0,Strategy,Kalypso Media,0.2,0.13,0.0,0.03,0.36
5199,speed racer the videogame,DS,2008.0,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0.0,0.03,0.36
5200,nhl 2k10,Wii,2009.0,Sports,Take-Two Interactive,0.33,0.01,0.0,0.03,0.36
5201,assassins creed iii,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,0.36
5202,kirbys dream land 3,SNES,1997.0,Platform,Nintendo,0.0,0.0,0.36,0.0,0.36
5203,big bass world championship,PS,1997.0,Sports,Starfish,0.2,0.14,0.0,0.02,0.36
5204,nfl gameday 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36
5205,nba 2k6,XB,2005.0,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36
5206,jurassic park,NES,1993.0,Action,Ocean,0.25,0.1,0.0,0.01,0.36
5207,mystical ninja starring goemon,N64,1997.0,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
5208,tetrisphere,N64,1997.0,Puzzle,Nintendo,0.29,0.06,0.0,0.0,0.36
5209,sabans power rangers lightspeed rescue,N64,2000.0,Action,THQ,0.29,0.06,0.0,0.0,0.36
5210,senran kagura shinovi versus sh?jotachi no sh?mei,PSV,2013.0,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36
5211,north american hunting extravaganza,Wii,2008.0,Sports,Zushi Games,0.33,0.0,0.0,0.03,0.36
5212,worlds scariest police chases,PS,2001.0,Racing,Activision,0.2,0.14,0.0,0.02,0.36
5213,guitar hero smash hits,PS3,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.36
5214,shaun palmers pro snowboarder,GBA,2001.0,Sports,Activision,0.26,0.1,0.0,0.01,0.36
5215,amf bowling world lanes,Wii,2008.0,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.36
5216,mechassault 2 lone wolf,XB,2004.0,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36
5217,middleearth shadow of mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.04,0.36
5218,hamster club 3,GBA,2002.0,Simulation,Jorudan,0.0,0.0,0.35,0.01,0.36
5219,breath of fire ii,SNES,1994.0,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36
5220,call of duty ghosts,WiiU,2013.0,Shooter,Activision,0.23,0.09,0.01,0.03,0.36
5221,lego racers,PS,1999.0,Racing,LEGO Media,0.2,0.14,0.0,0.02,0.36
5222,nba 2k12,Wii,2011.0,Sports,Take-Two Interactive,0.3,0.03,0.0,0.02,0.36
5223,teenage mutant ninja turtles smashup,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.36
5224,kinectimals now with bears!,X360,2011.0,Misc,Microsoft Game Studios,0.27,0.06,0.0,0.03,0.36
5225,espn nfl football,XB,2003.0,Sports,Sega,0.27,0.08,0.0,0.01,0.36
5226,atv/monster truck mayhem,DS,2007.0,Racing,"Destination Software, Inc",0.33,0.0,0.0,0.02,0.36
5227,naruto ultimate ninja 3 jp sales,PS2,2005.0,Fighting,Atari,0.0,0.0,0.36,0.0,0.36
5228,just dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.1,0.0,0.03,0.36
5229,worms open warfare 2,DS,2007.0,Strategy,THQ,0.07,0.25,0.0,0.04,0.36
5230,rapala pro fishing,PS2,2004.0,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36
5231,jleague pro soccer club o tsukurou 04,PS2,2004.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36
5232,dark void,PS3,2010.0,Action,Capcom,0.18,0.12,0.0,0.06,0.36
5233,james bond 007 legends,PS3,2012.0,Shooter,Activision,0.11,0.17,0.0,0.07,0.36
5234,dai2ji super robot taisen z saiseihen,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
5235,wwe 12,Wii,2011.0,Fighting,THQ,0.24,0.09,0.0,0.03,0.36
5236,disneys the haunted mansion,PS2,2003.0,Platform,Take-Two Interactive,0.18,0.14,0.0,0.05,0.36
5237,arc the lad twilight of the spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36
5238,dance dance revolution 3rdmix,PS,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.33,0.02,0.36
5239,ryu ga gotoku kenzan!,PS3,2008.0,Adventure,Sega,0.0,0.0,0.36,0.0,0.36
5240,using,Wii,2009.0,Misc,Mindscape,0.0,0.32,0.0,0.03,0.36
5241,super robot taisen a,GBA,2001.0,Strategy,Banpresto,0.0,0.0,0.35,0.01,0.36
5242,tomb raider 2013,PC,2007.0,Action,Square Enix,0.06,0.25,0.0,0.05,0.36
5243,chicken shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.33,0.01,0.0,0.02,0.36
5244,company of heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.05,0.36
5245,defiance,PS3,2013.0,Shooter,Trion Worlds,0.19,0.11,0.0,0.05,0.36
5246,we sing deutsche hits,Wii,2011.0,Misc,Nordic Games,0.0,0.31,0.0,0.05,0.36
5247,boxers road,PS,1995.0,Fighting,New,0.0,0.0,0.33,0.02,0.36
5248,frogs and flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36
5249,dancedancerevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.29,0.04,0.0,0.02,0.36
5250,harry potter and the chamber of secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36
5251,ea sports mma,X360,2010.0,Fighting,Electronic Arts,0.23,0.1,0.0,0.03,0.36
5252,toriko gourmet survival!,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
5253,south park rally,PS,1998.0,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36
5254,ganbare goemon 3 shishi jyuurokubei no karakuri manji katame,SNES,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36
5255,monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.06,0.0,0.04,0.36
5256,mega man zero collection,DS,2010.0,Platform,Capcom,0.21,0.02,0.11,0.02,0.36
5257,arctic thunder,PS2,2001.0,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36
5258,gforce,PSP,2009.0,Action,Electronic Arts,0.24,0.07,0.0,0.05,0.36
5259,nhl 2k10,PS2,2009.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36
5260,football manager handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.36
5261,jleague pro soccer club o tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36
5262,wonder pets! save the animals!,DS,2008.0,Adventure,Take-Two Interactive,0.33,0.0,0.0,0.02,0.36
5263,formula 1 championship edition,PS,1997.0,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36
5264,shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36
5265,csi deadly intent  the hidden cases,DS,2009.0,Adventure,Ubisoft,0.16,0.16,0.0,0.04,0.35
5266,socom tactical strike,PSP,2007.0,Shooter,Sony Computer Entertainment,0.32,0.01,0.0,0.03,0.35
5267,blasto,PS,1998.0,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35
